Rank,Word,Count
1,the,11180
2,to,6886
3,@realdonaldtrump,6059
4,a,5738
5,is,4924
6,you,4917
7,in,4310
8,and,4211
9,of,4145
10,for,3807
11,i,3716
12,on,3140
13,trump,2875
14,be,2657
15,great,2439
16,it,2151
17,will,2150
18,rt,2007
19,are,1850
20,at,1825
21,that,1736
22,with,1635
23,my,1600
24,amp,1561
25,have,1547
26,he,1509
27,your,1474
28,we,1408
29,this,1326
30,thanks,1272
31,not,1196
32,our,1171
33,all,1094
34,was,1056
35,president,1050
36,thank,1048
37,has,999
38,just,999
39,by,998
40,donald,994
41,so,965
42,what,934
43,his,928
44,as,897
45,do,886
46,from,882
47,they,866
48,us,818
49,like,817
50,would,802
51,if,792
52,about,777
53,people,775
54,obama,770
55,can,766
56,me,745
57,but,742
58,new,740
59,get,731
60,who,724
61,no,715
62,one,694
63,out,678
64,very,673
65,good,670
66,america,656
67,an,650
68,make,642
69,should,641
70,time,633
71,run,622
72,more,612
73,#trump,610
74,best,610
75,now,603
76,country,601
77,up,585
78,think,571
79,its,560
80,dont,552
81,when,544
82,how,536
83,only,532
84,am,527
85,love,516
86,need,506
87,see,496
88,via,496
89,why,483
90,true,470
91,never,466
92,big,463
93,than,461
94,going,461
95,again,458
96,him,452
97,really,441
98,or,440
99,over,417
100,back,415
101,mr,410
102,golf,408
103,vote,402
104,many,393
105,@barackobama,390
106,much,389
107,last,387
108,go,387
109,know,386
110,show,382
111,day,373
112,cont,370
113,today,366
114,job,366
115,cant,362
116,im,357
117,there,355
118,amazing,355
119,@apprenticenbc,348
120,their,347
121,them,347
122,interview,346
123,been,345
124,work,339
125,want,331
126,better,328
127,were,325
128,being,322
129,did,322
130,course,320
131,nice,319
132,right,312
133,keep,310
134,real,308
135,world,308
136,doing,305
137,must,305
138,had,304
139,@trumpdoral,304
140,tonight,303
141,watch,302
142,#celebapprentice,302
143,man,297
144,way,295
145,even,294
146,#makeamericagreatagain,291
147,win,290
148,needs,288
149,poll,285
150,always,285
151,business,284
152,china,280
153,hope,279
154,deal,279
155,ever,276
156,most,275
157,please,273
158,bad,270
159,first,267
160,@foxnews,266
161,night,265
162,because,263
163,youre,263
164,@ivankatrump,263
165,@mittromney,263
166,take,257
167,say,257
168,got,252
169,money,250
170,could,250
171,said,249
172,obamacare,245
173,look,242
174,years,241
175,looking,238
176,national,237
177,down,237
178,next,236
179,made,235
180,hotel,229
181,well,227
182,into,225
183,another,224
184,after,220
185,give,220
186,u,219
187,beautiful,219
188,she,217
189,@foxandfriends,217
190,apprentice,212
191,done,211
192,debate,210
193,pm,210
194,–,209
195,some,208
196,success,205
197,american,204
198,here,203
199,happy,203
200,forward,202
201,other,201
202,too,200
203,her,199
204,#,196
205,does,194
206,every,193
207,jobs,192
208,guy,188
209,smart,186
210,year,185
211,office,183
212,believe,181
213,hes,181
214,live,180
215,hard,180
216,stop,179
217,speech,178
218,th,178
219,record,177
220,agree,176
221,come,176
222,sure,175
223,doesnt,174
224,news,174
225,support,172
226,everyone,170
227,fantastic,170
228,where,169
229,read,169
230,tomorrow,169
231,enjoy,169
232,@donaldjtrumpjr,167
233,wait,167
234,then,166
235,congratulations,164
236,any,163
237,things,163
238,book,162
239,total,162
240,wow,161
241,top,161
242,tower,161
243,nothing,160
244,against,159
245,place,159
246,http…,159
247,off,158
248,week,157
249,@cnn,157
250,doral,156
251,thats,155
252,leader,155
253,discussing,155
254,bush,154
255,scotland,153
256,@erictrump,152
257,gop,151
258,yes,150
259,running,150
260,morning,149
261,truth,149
262,campaign,147
263,still,147
264,which,147
265,also,147
266,miss,146
267,long,146
268,stay,146
269,house,146
270,own,144
271,life,144
272,person,143
273,soon,143
274,watching,142
275,celebrity,142
276,chicago,142
277,before,141
278,help,141
279,entrepreneurs,141
280,@trumpcollection,139
281,getting,138
282,wind,138
283,talk,137
284,usa,136
285,making,136
286,family,136
287,w,136
288,wonderful,136
289,ratings,135
290,ill,135
291,while,135
292,these,134
293,congrats,134
294,remember,134
295,thing,133
296,two,133
297,iran,133
298,season,133
299,terrible,132
300,election,132
301,awesome,131
302,change,131
303,old,129
304,far,129
305,york,129
306,leadership,129
307,tough,128
308,let,128
309,such,127
310,strong,127
311,luck,127
312,jeb,126
313,lot,126
314,open,126
315,media,125
316,@trumpchicago,125
317,put,124
318,wants,123
319,polls,122
320,says,122
321,lead,122
322,without,122
323,million,122
324,building,122
325,hear,121
326,fox,121
327,start,121
328,hillary,120
329,candidate,120
330,state,120
331,fast,120
332,may,120
333,looks,119
334,someone,119
335,tell,118
336,@danscavino,118
337,economy,118
338,iowa,117
339,greatest,117
340,yesterday,117
341,during,116
342,once,116
343,yourself,116
344,@barackobamas,116
345,under,115
346,m,115
347,proud,114
348,use,113
349,donaldtrump,113
350,blue,113
351,something,113
352,crowd,112
353,@macys,112
354,club,112
355,americans,110
356,anyone,110
357,friends,110
358,away,108
359,bring,108
360,wrong,108
361,lets,107
362,art,107
363,sunday,106
364,ive,106
365,post,106
366,knows,105
367,those,105
368,winning,105
369,obamas,105
370,wont,104
371,both,104
372,didnt,104
373,birthday,104
374,care,103
375,team,103
376,others,102
377,major,102
378,white,102
379,since,102
380,numbers,102
381,city,102
382,enough,102
383,won,101
384,name,101
385,stupid,101
386,fun,100
387,government,100
388,@megynkelly,100
389,dc,100
390,sign,100
391,ready,99
392,same,99
393,international,99
394,totally,98
395,words,98
396,politicians,98
397,game,98
398,lost,97
399,saying,97
400,buy,97
401,coming,97
402,attack,97
403,until,97
404,anything,97
405,john,97
406,sad,97
407,twitter,97
408,gets,97
409,play,97
410,check,96
411,times,96
412,republican,96
413,point,96
414,truly,96
415,save,96
416,republicans,96
417,told,96
418,nyc,96
419,successful,96
420,presidential,95
421,else,95
422,everything,95
423,ties,95
424,@cadillacchamp,95
425,disaster,94
426,talking,94
427,debt,94
428,political,93
429,b,93
430,story,93
431,loved,93
432,hell,92
433,interesting,92
434,states,92
435,washington,92
436,champion,92
437,yet,91
438,fight,91
439,become,91
440,tv,91
441,high,91
442,mind,90
443,find,89
444,honor,89
445,friend,89
446,focus,89
447,energy,89
448,around,89
449,fan,89
450,already,89
451,star,89
452,don’t,88
453,winner,88
454,having,88
455,wish,88
456,it’s,88
457,called,87
458,monster,87
459,working,87
460,leaders,87
461,@oreillyfactor,86
462,pay,86
463,ago,86
464,call,86
465,border,86
466,hit,86
467,mess,86
468,military,86
469,through,85
470,makes,85
471,nbc,85
472,view,85
473,oil,84
474,united,84
475,tax,84
476,losers,84
477,turbines,84
478,fix,83
479,party,83
480,video,82
481,speak,82
482,respect,82
483,@seanhannity,81
484,syria,81
485,global,81
486,@alexsalmond,81
487,sir,80
488,excited,80
489,illegal,80
490,weekend,80
491,history,79
492,problem,79
493,immigration,79
494,tweets,79
495,views,79
496,iraq,78
497,used,78
498,visit,78
499,learn,78
500,build,78
501,speaking,77
502,home,77
503,t,77
504,gave,77
505,trade,77
506,trumps,76
507,special,76
508,follow,76
509,touch,76
510,problems,76
511,biggest,76
512,re,76
513,happen,76
514,left,76
515,pres,76
516,bill,75
517,important,75
518,event,75
519,links,75
520,chance,74
521,massive,74
522,fired,74
523,hate,74
524,id,74
525,little,74
526,thinking,74
527,warming,74
528,rubio,73
529,article,73
530,south,73
531,ny,73
532,class,73
533,worst,72
534,beat,72
535,miami,72
536,httpt…,72
537,interviewed,71
538,wonder,71
539,press,71
540,days,71
541,end,71
542,god,71
543,actually,71
544,move,71
545,voting,70
546,dumb,70
547,went,70
548,future,70
549,haters,70
550,nation,69
551,politics,69
552,isnt,69
553,giving,69
554,st,69
555,website,69
556,plan,69
557,tweet,69
558,killing,69
559,@dannyzuker,69
560,failing,68
561,@piersmorgan,68
562,carson,68
563,service,68
564,playing,68
565,thx,68
566,shows,67
567,turnberry,67
568,hampshire,67
569,free,67
570,lots,67
571,tune,67
572,clinton,66
573,failed,66
574,public,66
575,favorite,66
576,thought,66
577,incredible,66
578,saw,66
579,ask,66
580,charity,66
581,gas,66
582,released,65
583,power,65
584,turn,65
585,convention,65
586,taking,64
587,war,64
588,worse,64
589,loser,64
590,trying,64
591,monday,64
592,opening,64
593,@gop,63
594,@,63
595,absolutely,63
596,@greta,63
597,foreign,63
598,choice,63
599,mark,63
600,luxury,63
601,@trumpwaikiki,63
602,@squawkcnbc,63
603,fact,62
604,fair,62
605,r,62
606,reagan,62
607,george,62
608,heard,61
609,order,61
610,dopey,61
611,loves,61
612,set,61
613,part,61
614,spending,61
615,full,61
616,s,61
617,comes,61
618,young,61
619,policy,60
620,lightweight,60
621,deals,60
622,@trumptoronto,60
623,played,60
624,weak,59
625,security,59
626,vegas,59
627,welcome,59
628,wall,59
629,feel,59
630,youve,59
631,records,59
632,florida,59
633,economic,59
634,saturday,58
635,glad,58
636,…,58
637,magazine,58
638,@melaniatrump,58
639,macys,58
640,huge,58
641,unemployment,58
642,congress,58
643,advice,58
644,@celebapprentice,58
645,candidates,57
646,chris,57
647,control,57
648,meeting,57
649,listen,57
650,standing,57
651,almost,57
652,budget,57
653,photo,57
654,less,57
655,seen,57
656,decision,57
657,@trumpsoho,57
658,face,56
659,potus,56
660,sense,56
661,close,56
662,cannot,56
663,millions,56
664,reason,56
665,#trumpforpresident,56
666,midas,56
667,zero,55
668,report,55
669,watched,55
670,terrific,55
671,easy,55
672,tremendous,55
673,aberdeen,55
674,“donald,55
675,surprise,55
676,@yankees,55
677,try,54
678,credit,54
679,race,54
680,behind,54
681,son,54
682,nobody,54
683,finally,54
684,taxes,54
685,dinner,54
686,room,54
687,@nbc,54
688,mexico,54
689,worth,54
690,“trump,54
691,courses,54
692,inspiration,54
693,americas,53
694,spectacular,53
695,j,53
696,bought,53
697,billion,53
698,whats,53
699,experience,53
700,veterans,53
701,ireland,53
702,chinese,53
703,food,53
704,letterman,53
705,boring,52
706,together,52
707,takes,52
708,lose,52
709,able,52
710,award,52
711,@trumpgolfla,52
712,stand,51
713,highest,51
714,reading,51
715,north,51
716,perfect,51
717,reality,51
718,democrats,51
719,college,51
720,russia,51
721,dollars,51
722,dream,51
723,ass,51
724,picture,51
725,question,50
726,talent,50
727,afraid,50
728,shirts,50
729,small,50
730,father,50
731,past,50
732,et,50
733,player,50
734,correct,49
735,resort,49
736,gives,49
737,few,49
738,plans,49
739,announce,49
740,@newsmaxmedia,49
741,prices,49
742,case,48
743,number,48
744,carolina,48
745,waste,48
746,theyre,48
747,losing,48
748,killed,48
749,thousands,48
750,wins,48
751,maybe,48
752,victory,48
753,announcement,48
754,@trumplasvegas,48
755,using,47
756,joke,47
757,cnn,47
758,ran,47
759,low,47
760,company,47
761,came,47
762,continue,47
763,runs,47
764,each,47
765,positive,47
766,speaks,47
767,park,47
768,@nflcommish,47
769,allstar,47
770,idea,46
771,leading,46
772,@drudgereport,46
773,@karlrove,46
774,cut,46
775,head,46
776,honest,46
777,wouldnt,46
778,mitt,46
779,let’s,46
780,lives,46
781,cast,46
782,least,46
783,vets,46
784,nuclear,46
785,answer,46
786,five,46
787,estate,46
788,given,45
789,matter,45
790,understand,45
791,price,45
792,started,45
793,@breitbartnews,45
794,longer,45
795,pathetic,45
796,friday,45
797,built,45
798,action,45
799,mistake,45
800,men,45
801,shot,45
802,ur,45
803,release,45
804,businessman,45
805,school,45
806,@gretawire,45
807,@trumpferrypoint,45
808,hotels,45
809,brand,45
810,project,45
811,arod,45
812,incompetent,44
813,brilliant,44
814,piece,44
815,romney,44
816,tom,44
817,rather,44
818,sorry,44
819,join,44
820,complete,44
821,late,44
822,hey,44
823,host,44
824,cost,44
825,rich,44
826,property,44
827,eric,44
828,@nymag,44
829,statement,43
830,dummy,43
831,hall,43
832,hits,43
833,spent,43
834,exciting,43
835,can’t,43
836,bigger,43
837,badly,43
838,comments,43
839,final,43
840,career,43
841,@realdonaldtrumps,43
842,sold,43
843,center,43
844,instead,43
845,death,43
846,httptco…,43
847,signature,43
848,term,42
849,cruz,42
850,word,42
851,marco,42
852,ahead,42
853,don,42
854,continues,42
855,online,42
856,primary,42
857,books,42
858,enjoyed,42
859,guest,42
860,david,42
861,list,42
862,@politico,42
863,boston,42
864,wife,42
865,putin,42
866,youll,42
867,@trumptowerny,42
868,passion,42
869,sugar,42
870,hole,42
871,“the,42
872,minutes,41
873,honored,41
874,las,41
875,waiting,41
876,horrible,41
877,politician,41
878,mccain,41
879,results,41
880,weeks,41
881,rate,41
882,children,41
883,send,41
884,destroy,41
885,obama’s,41
886,dead,41
887,laughing,41
888,episode,41
889,thoughts,41
890,named,41
891,cool,41
892,countries,41
893,fire,41
894,administration,41
895,hi,41
896,@trumpnewyork,41
897,@jebbush,40
898,barack,40
899,himself,40
900,looked,40
901,protect,40
902,lies,40
903,goes,40
904,early,40
905,crazy,40
906,television,40
907,took,40
908,definitely,40
909,conference,40
910,tuesday,40
911,failure,40
912,four,40
913,doubt,40
914,middle,40
915,mrtrump,40
916,universe,40
917,create,40
918,palm,40
919,collection,40
920,#celebrityapprentice,40
921,@mittromneys,40
922,wanted,39
923,@morningjoe,39
924,including,39
925,trust,39
926,muslim,39
927,trip,39
928,asking,39
929,supporters,39
930,momentum,39
931,starting,39
932,women,39
933,knew,39
934,#gop,39
935,woman,39
936,vision,39
937,excellent,39
938,lie,39
939,seeing,39
940,fighting,39
941,market,39
942,ugly,39
943,beauty,38
944,@michaelcohen,38
945,highly,38
946,theres,38
947,general,38
948,daily,38
949,everybody,38
950,k,38
951,field,38
952,fans,38
953,appreciate,38
954,hours,38
955,todays,38
956,hosting,38
957,line,38
958,mike,38
959,etc,38
960,second,38
961,you’re,38
962,telling,38
963,@mcuban,38
964,private,38
965,cpac,38
966,@thegarybusey,38
967,strength,37
968,response,37
969,elected,37
970,probably,37
971,questions,37
972,championship,37
973,month,37
974,i’m,37
975,stock,37
976,bless,37
977,role,37
978,model,37
979,meet,37
980,nights,37
981,jon,37
982,benghazi,37
983,schneiderman,37
984,beginning,36
985,works,36
986,whole,36
987,forget,36
988,paid,36
989,health,36
990,@bretbaier,36
991,leads,36
992,couldnt,36
993,fall,36
994,dishonest,36
995,finished,36
996,might,36
997,genius,36
998,boardroom,36
999,guys,36
1000,track,36
